"Symbol","Price","Beta","VolAvg","MktCap","LastDiv","Range","Changes","companyName","currency","cik","isin","cusip","exchange","exchangeShortName","industry","website","description","CEO","sector","country","fullTimeEmployees","phone","address","city","state","zip","DCF_diff","DCF","image","ipoDate","defaultImage","isEtf","isActivelyTrading","isFund","isAdr"
"PGINX",21.22,0,0,0,0.062,"16.85-22.19",-0.1,"Pax Global Environmental Markets Fund","USD","0000076721",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/PGINX.png","2008-03-28",true,false,true,true,false
"PRSLX",11.08,0,0,0,0.109,"9.25-11.41",-0.04,"T. Rowe Price Target 2065 Fund","USD",,,,"Nasdaq","NASDAQ",,,"The investment seeks the highest total return over time consistent with an emphasis on both capital growth and income.  The fund pursues its objective(s) by investing in a diversified portfolio of other T. Rowe Price stock and bond mutual funds that represent various asset classes and sectors. Its allocation among T. Rowe Price mutual funds will change over time in relation to its target retirement date. The fund is managed based on the specific retirement year (target date 2065) included in its name and assumes a retirement age of 65.","","",,,"800-225-5132","AmericaFirst Quantitative Funds",,,,,0,"https://financialmodelingprep.com/image-stock/PRSLX.png","2020-10-15",true,false,true,true,false
"OIEJX",22.65,0,0,0,0.381,"20.43-23.86",0.06,"JPMorgan Equity Income Fund Class R6","USD","0000763852",,,"Nasdaq","NASDAQ",,,"The investment seeks capital appreciation and current income.  Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in the equity securities of corporations that regularly pay dividends, including common stocks and debt securities and preferred stock convertible to common stock. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. Although the fund invests primarily in securities of large cap companies, it may invest in equity investments of companies across all market capitalizations.","","","US",,"800-480-4111","Jpmorgan Trust II",,,,,0,"https://financialmodelingprep.com/image-stock/OIEJX.png","2012-01-31",false,false,true,true,false
"RALOX",9.49,0,0,0,0.742,"9.14-11.61",-0.01,"Lazard Real Assets Open Shares","USD","0000874964",,,"Nasdaq","NASDAQ",,,"Under normal market conditions, the portfolio invests at least 80% of its assets in real assets investments, including instruments providing exposure to such investments. It may invest in equity securities of U.S. and non-U.S. companies, including emerging markets companies, as well as commodity-linked and other derivative instruments.","","",,,,"Lazard Funds Inc",,,,,0,"https://financialmodelingprep.com/image-stock/RALOX.png","2017-01-12",true,false,true,true,false
"RGABX",55.75,0,0,197368378272,0,"44.32-57.58",-0.23,"American Funds The Growth Fund of America Class R-2","USD","0000044201",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in common stocks and seeks to invest in companies that appear to offer superior opportunities for growth of capital. It may invest up to 25% of its assets in securities of issuers domiciled outside the United States. The investment adviser uses a system of multiple portfolio managers in managing the fund's assets. Under this approach, the portfolio of the fund is divided into segments managed by individual managers.",,,,,"(415) 421-9360","San Francisco, CA 94105-1409",,,,,0,"https://financialmodelingprep.com/image-stock/RGABX.png","2002-05-21",true,false,true,true,false
"RGSVX",12.42,0,0,0,0.189,"11.45-14.83",-0.04,"ClearBridge Global Infrastructure Income Fund Class IS","USD","0001474103",,,"Nasdaq","NASDAQ",,,"The investment seeks to provide income and capital appreciation.  The fund invests at least 80% of its net assets, plus the amount of borrowings for investment purposes, if any, in securities issued by companies that are engaged in the infrastructure business and other investments with similar economic characteristics. It invests primarily in income paying equity and equity-related securities of exchange-traded infrastructure companies, which may include common stocks, preferred stocks, convertible stocks and other securities convertible into equity securities, publicly-traded units of MLPs, and securities of other investment companies, ETFs and REITs.","","",,,"877-721-1926","Legg Mason Global Asset Management Trust",,,,,0,"https://financialmodelingprep.com/image-stock/RGSVX.png","2016-03-31",true,false,true,true,false
"PYEQX",35.31,0,0,2325559113,0.765,"32.36-39.3",0.09,"Pioneer Equity Income Fund-Class Y","USD","0000869356",,,"Nasdaq","NASDAQ",,,"Normally, the fund invests at least 80% of its total assets in income producing equity securities of U.S. issuers. The income producing equity securities in which the fund may invest include common stocks, preferred stocks, funds that invest primarily in equity securities and equity interests in real estate investment trusts (REITs).","","",,,,"Pioneer Equity Income Fund",,,,,0,"https://financialmodelingprep.com/image-stock/PYEQX.png","1998-07-02",true,false,true,true,false
"NFRIX",17.95,0,0,0,0.8549999999999999,"17.66-18.33",0.01,"Nuveen Floating Rate Income Fund Class I","USD","0001071336","US67066D6893","67066D689","Nasdaq","NASDAQ",,,"The investment seeks a high level of current income; capital appreciation is a secondary consideration.  Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in floating rate securities. Floating rate securities are defined to include floating rate loans, other floating rate debt securities including corporate debt securities and U.S. government securities, money market securities and shares of money market and short-term bond funds.","","","US",,"800-257-8787","C/O John Nuveen & Co Inc",,,,,0,"https://financialmodelingprep.com/image-stock/NFRIX.png","2011-05-02",true,false,true,true,false
"PCEIX",8.46,0,0,0,0.45600000000000007,"8.38-9.2",-0.03,"PIMCO Climate Bond Fund","USD","0000810893",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/PCEIX.png","2019-12-10",true,false,true,true,false
"PGFIX",53.27,0,0,0,21.758000000000003,"38.04-55.76",-0.29,"Virtus Silvant Focused Growth Fund Instl","USD","0000867297",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by normally investing primarily in equity securities of U.S. companies with market capitalizations of at least $1 billion. It may also invest up to 20% of its assets in non-U.S. securities (but no more than 10% in any one non-U.S. country or 10% in emerging market securities). The fund is non-diversified.","","",,,"800-243-1574","Allianz Funds",,,,,0,"https://financialmodelingprep.com/image-stock/PGFIX.png","1999-03-31",true,false,true,true,false
"PRJZX",35.65,0,0,0,1.403,"26.13-37.54",-0.42,"PGIM Jennison Global Opportunities Fund Class Z","USD","0000741350",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in equity and equity-related securities of companies located around the world. It can invest without limit in foreign securities, typically invests in a number of different countries, and may invest a significant portion of its assets in companies located in emerging markets. The fund may invest in securities of issuers of any market capitalization size.","","",,,,"Prudential World Fund, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PRJZX.png","2012-03-14",true,false,true,true,false
"PLBEX",23.66,0,0,0,11.973999999999997,"17.51-24.4",-0.09,"Plumb Equity Fund","USD","0001395397",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its assets, including borrowings for investment purposes, in common stocks and other equity securities, such as exchange-traded funds (ETFs), options, preferred stocks and securities convertible into such equity securities. It generally invests in higher quality companies that are trading at significant discounts to portfolio managers' estimates of their intrinsic value. These companies may include large, medium, and smaller-sized companies.","","",,,,"Wisconsin Capital Funds Inc",,,,,0,"https://financialmodelingprep.com/image-stock/PLBEX.png","2007-05-24",true,false,true,true,false
"PXBZX",7.1,0,0,0,0.16999999999999998,"6.84-7.89",-0.01,"PGIM International Bond Fund Class Z","USD","0001070287",,,"Nasdaq","NASDAQ",,,"The investment seeks total return, made up of current income and capital appreciation.  Under normal market conditions, the fund invests at least 80% of its investable assets in bonds with varying maturities. It primarily invests in fixed or floating rate fixed income instruments of foreign corporations and governments that are denominated in USD or foreign currencies. Up to 35% of the fund&#39;s total assets may be invested in lower-rated securities and unrated securities. It may invest up to 25% of its net assets in derivative instruments. The fund is non-diversified.","","",,,"800-225-1852","Prudential Investment Portfolio 9",,,,,0,"https://financialmodelingprep.com/image-stock/PXBZX.png","2016-12-14",true,false,true,true,false
"RAANX",12.299,0,0,0,1.603,"11.12-16.43",0.069,"Altegris/AACA Opportunistic Real Estate Fund N","USD","0001314414","US66538B6772","66538B677","Nasdaq","NASDAQ",,,"The investment seeks to provide total return through long term capital appreciation and current income by investing, both long and short, in equity securities of real estate and real estate related companies.  Under normal circumstances, the fund invests at least 80% of its net assets (defined as net assets plus the amount of any borrowing for investment purposes) in both long and short positions in equity securities of ""real estate"" companies and ""real estate related"" companies (collectively ""real estate companies""). It is non-diversified.","","","US",,"877-772-5838","Northern Lights Fund Trust",,,,,0,"https://financialmodelingprep.com/image-stock/RAANX.png","2014-01-10",true,false,true,true,false
"OTIIX",56.08,0,0,0,0.068,"50.42-60.65",0.09,"T. Rowe Price Small-Cap Stock Fund","USD","0000075170","US7795725024",,"Nasdaq","NASDAQ",,,"The fund will normally invest at least 80% of its net assets (including any borrowings for investment purposes) in stocks of small companies. The manager defines a small company as one whose market capitalization falls (i) within or below the current range of companies in either the Russell 2000® Index or the S&P SmallCap 600 Index or (ii) below the three-year average maximum market cap of companies in either index as of December 31 of the three preceding years.","","","US",,"800-638-8790","T. Rowe Price Small-cap Stock Fund, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/OTIIX.png","2015-08-28",true,false,true,true,false
"RBRCX",15.12,0,0,0,0.02,"12.96-19.32",-0.03,"RBC Small Cap Core Fund","USD","0001272950","US74926P1425","74926P142","Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its assets in common stocks of small companies. The adviser currently considers ""small companies"" to be those within the market capitalization range of the Russell 2000® Index at the time of initial purchase by the fund. As part of the investment process, the Advisor takes environmental, social and governance (“ESG”) factors into account through an integrated approach within the investment team’s fundamental investment analysis framework.","","","US",,"800-422-2766","RBC Funds Trust",,,,,0,"https://financialmodelingprep.com/image-stock/RBRCX.png","2016-11-21",true,false,true,true,false
"PVIVX",49.8,0,0,0,15.693999999999999,"37.57-51.12",0.14,"Paradigm Micro-Cap Fund","USD","0001196878","US69901E5006","69901E500","Nasdaq","NASDAQ",,,"The fund invests at least 80% of its net assets in the common stocks of U.S. micro-cap companies. The advisor generally considers a company to be a micro-cap company if, at the time of purchase, its market capitalization is within the range of capitalizations of companies in the Russell MicrocapÂ® Index as of the most recent reconstitution date. It may be overweight in certain sectors at various times. Stocks are sold when they have realized the value anticipated by the Advisor or if new investment opportunities with higher expected returns are acquired.","","","US",,"800-595-3044","Paradigm Funds Trust",,,,,0,"https://financialmodelingprep.com/image-stock/PVIVX.png","2008-01-08",true,false,true,true,false
"PLIIX",9.46,0,0,0,0.25,"9.06-9.96",-0.02,"Pacific Funds Core Income - Class I","USD","0000898745",,,"Nasdaq","NASDAQ",,,"The fund invests principally in income producing debt instruments. It will generally invest at least 60% of its assets in investment grade debt instruments, including corporate debt securities, asset-backed securities, mortgage-related securities, U.S. government securities and agency securities. The fund may invest up to 40% of its assets in non-investment grade (high yield/high risk, sometimes called ""junk bonds"") debt instruments and floating rate senior loans.","","",,,,"Pacific Funds",,,,,0,"https://financialmodelingprep.com/image-stock/PLIIX.png","2010-12-31",true,false,true,true,false
"OGMIX",23.03,0,0,0,0.207,"16.66-26.06",0.26,"Invesco Gold & Special Minerals Fund Class R6","USD",,,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/OGMIX.png","2012-10-26",true,false,true,true,false
"MZCSX",9.59,0,0,0,0.055999999999999994,"9.23-9.86",-0.03,"Muzinich Credit Opportunities Fd Supra Inst Shs","USD","0000811030",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its objective by allocating the fund's assets among various credit sectors of the global fixed income markets which the Advisor finds attractive from time-to-time. It will normally invest at least 80% of its net assets in corporate bonds and syndicated loans that the Advisor believes have attractive risk/reward characteristics and which are issued by U.S. and foreign corporations. The fund may invest up to 70% of its net assets in foreign securities, including up to 40% in issuers located in emerging market countries.","","",,,,"Professionally Managed Port (Muzinich)",,,,,0,"https://financialmodelingprep.com/image-stock/MZCSX.png","2013-01-03",true,false,true,true,false
"PFFSX",12.42,0,0,0,0.056999999999999995,"10.9-13.22",-0.02,"PFG Fidelity Institutional AM Equity Sector Strategy Fund Class R","USD",,,,"Nasdaq","NASDAQ",,,"The fund, under normal circumstances, will invest at least 80% of its net assets, plus any amounts of borrowing, in Fidelity mutual funds and Fidelity exchange traded funds (âFidelity underlying fundsâ), with each Fidelity underlying fund investing primarily in U.S. equity securities of varying market capitalizations.","","",,,"888-451-8734","Northern Lights Fund Trust",,,,,0,"https://financialmodelingprep.com/image-stock/PFFSX.png","2020-05-01",true,false,true,true,false
"PFDOX",8.32,0,0,0,0.257,"8.16-8.88",-0.03,"PFG Active Core Bond Strategy Fund Class R","USD","0001314414",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by investing more than 80% of the fund's assets, plus any amounts for borrowing, in bond instruments and shares of mutual funds and exchange-traded funds managed by Pacific Investment Management Company LLC (""PIMCO""), that primarily invest in bond instruments, under normal circumstances (""PIMCO underlying funds""). The Adviser invests in PIMCO underlying funds that invest primarily in fixed-income securities issued by domestic and foreign corporations and government entities, of any maturity or credit quality, including high yield bonds (also known as junk bonds).","","",,,"888-451-8734","Northern Lights Fund Trust",,,,,0,"https://financialmodelingprep.com/image-stock/PFDOX.png","2017-12-11",true,false,true,true,false
"PFANX",8.46,0,0,0,0.646,"7.83-9.63",0.02,"PIMCO Preferred and Capital Securities Fund Class A","USD","0000810893",,,"Nasdaq","NASDAQ",,,"The fund invests at least 80% of its assets in a diversified portfolio of preferred securities and Capital Securities. ""Capital Securities"" include securities issued by U.S. and non-U.S. financial institutions that can be used to satisfy their regulatory capital requirements. It will invest under normal circumstances at least 25% of its net assets in preferred securities. The fund may invest up to 20% of its total assets in common stock. It may also invest in contingent convertible securities.","","",,,,"PIMCO Investments LLC distributor",,,,,0,"https://financialmodelingprep.com/image-stock/PFANX.png","2015-04-13",true,false,true,true,false
"RGIVX",12.38,0,0,0,0.185,"11.42-14.79",-0.04,"ClearBridge Global Infrastructure Income Fund Class I","USD","0001474103",,,"Nasdaq","NASDAQ",,,"The investment seeks to provide income and capital appreciation.  The fund invests at least 80% of its net assets, plus the amount of borrowings for investment purposes, if any, in securities issued by companies that are engaged in the infrastructure business and other investments with similar economic characteristics. It invests primarily in income paying equity and equity-related securities of exchange-traded infrastructure companies, which may include common stocks, preferred stocks, convertible stocks and other securities convertible into equity securities, publicly-traded units of MLPs, and securities of other investment companies, ETFs and REITs.","","",,,"877-721-1926","Legg Mason Global Asset Management Trust",,,,,0,"https://financialmodelingprep.com/image-stock/RGIVX.png","2016-03-31",true,false,true,true,false
"MRSRX",20.86,0,0,9160544049,0.224,"16.63-21.51",-0.12,"MFS Research International Fund","USD","0000798244",,,"Nasdaq","NASDAQ",,,"The fund normally invests its assets primarily in foreign equity securities, including emerging market equity securities. Equity securities include common stocks and other securities that represent an ownership interest (or right to acquire an ownership interest) in a company or other issuer. MFS normally invests the fund's assets across different industries, sectors, countries, and regions, but MFS may invest a significant percentage of the fund's assets in issuers in a single industry, sector, country, or region.",,,,,"1-800-637-2929","Boston, MA 2199",,,,,0,"https://financialmodelingprep.com/image-stock/MRSRX.png","2003-10-31",true,false,true,true,false
"NPFFX",54.95,0,0,0,0.362,"44.38-56.64",-0.33,"New Perspective Fund, Class F-1 Shares","USD","0000071516",,,"Nasdaq","NASDAQ",,,"The investment seeks long-term growth of capital.  The fund seeks to take advantage of investment opportunities generated by changes in international trade patterns and economic and political relationships by investing in common stocks of companies located around the world. In pursuing its investment objective, it invests primarily in common stocks that the investment adviser believes have the potential for growth.","","",,,"800-421-4225","New Perspective Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/NPFFX.png","2001-03-15",true,false,true,true,false
"PDGIX",68.75,0,0,13755087913,0.662,"59.42-69.99",0.06,"T. Rowe Price Dividend Growth Fund","USD","0000894024","US7795463089","779546308","Nasdaq","NASDAQ",,,"The fund normally invests at least 65% of its total assets in stocks, with an emphasis on stocks that have a strong track record of paying dividends or that are expected to increase their dividends over time. T. Rowe Price believes that a track record of dividend increases can be an excellent indicator of financial health and growth prospects, and that over the long term, income can contribute significantly to total return.","","","US",,"800-638-8790","T. Rowe Price Dividend Gr Fund, Inc",,,,,0,"https://financialmodelingprep.com/image-stock/PDGIX.png","2015-12-17",true,false,true,true,false
"PFFFX",12.75,0,0,0,0.039,"10.77-13.16",-0.04,"PFG Fidelity Institutional AM Equity Index Strategy Fund Class R","USD",,,,"Nasdaq","NASDAQ",,,"The fund, under normal circumstances, will invest at least 80% of its net assets, plus any amounts of borrowing, in Fidelity mutual funds and Fidelity exchange traded funds (""Fidelity underlying funds""), with each Fidelity underlying fund investing primarily in U.S. equity securities of varying market capitalizations.","","",,,"888-451-8734","Northern Lights Fund Trust",,,,,0,"https://financialmodelingprep.com/image-stock/PFFFX.png","2020-05-01",true,false,true,true,false
"PGRNX",21.03,0,0,0,0.037,"16.72-22.0",-0.1,"PAX GLOBAL ENVIRONMENTAL MARKETS FUND INDIVIDUAL INVESTOR CLASS","USD","0000076721",,,"Nasdaq","NASDAQ",,,"Under normal market conditions, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in companies whose businesses and technologies focus on environmental markets, including alternative energy and energy management & efficiency; transportation solutions; water infrastructure & technologies; environmental services & resources; resource efficiency & waste management; digital infrastructure; and sustainable food & agriculture.","","",,,,"Pax World Funds Series Trust I",,,,,0,"https://financialmodelingprep.com/image-stock/PGRNX.png","2008-03-28",true,false,true,true,false
"PAXLX",12.77,0,0,0,0.09,"10.97-13.48",-0.02,"Pax Large Cap Fund Individual Investor Class","USD","0000076721",,,"Nasdaq","NASDAQ",,,"Under normal market conditions, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities (such as common stocks, securities convertible into common or preferred stocks and warrants) of companies that, when purchased, have capitalizations within the range of Standard & Poor's 500 Index as measured by market capitalization. It may invest up to 45% of its assets in securities of non-U.S. issuers, including American Depositary Receipts (""ADRs""). The fund may invest no more than 25% of its assets in securities of non-U.S. issuers other than ADRs.","","",,,,"Pax World Funds Series Trust I",,,,,0,"https://financialmodelingprep.com/image-stock/PAXLX.png","2016-12-16",true,false,true,true,false
"PJOQX",19.03,0,0,0,0.215,"16.06-19.42",-0.01,"PGIM Jennison Focused Value Fund- Class R6","USD","0000949512",,,"Nasdaq","NASDAQ",,,"The investment seeks long-term growth of capital.  The fund invests, under normal market conditions, at least 80% of its investable assets in equity and equity-related securities. It seeks to achieve its investment objective by investing, under normal circumstances, in companies that are undervalued compared to their perceived worth (value companies).","","","US",,"800-225-1852","Prudential Investment Portfolios, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PJOQX.png","2014-12-03",true,false,true,true,false
"RFVTX",14.76,0,0,0,0.104,"12.4-15.15",-0.06,"American Funds 2065 Target Date Retirement Fund","USD","0001380175",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/RFVTX.png","2020-03-27",true,false,true,true,false
"MSAQX",19.38,0,0,0,0.517,"14.98-21.46",-0.38,"Morgan Stanley Institutional Fund - Asia Opportunity Portfolio Class I","USD","0000836487",,,"Nasdaq","NASDAQ",,,"The investment seeks long-term capital appreciation.  Under normal market conditions, the fundâs investment objective by investing primarily in equity securities of issuers located in Asia, excluding Japan. In selecting securities for investment, the Adviser seeks high quality established and emerging companies that the Adviser believes are undervalued at the time of purchase. For purposes of maintaining exposure of at least 80% of the fund&#39;s assets to equity securities of issuers located in Asia, the fund may also invest in ADRs, GDRs and other types of depositary receipts with respect to issuers located in Asia.","","",,,"800-548-7786","Morgan Stanley Institutional Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/MSAQX.png","2015-12-29",true,false,true,true,false
"MWOFX",56.67,0,0,441601485,12.365,"46.02-58.21",-0.31,"MFS Global Growth Fund Class A","USD","0000819673",,,"Nasdaq","NASDAQ",,,"The fund normally invests its assets primarily in U.S. and foreign equity securities, including emerging market equity securities. Equity securities include common stocks and other securities that represent an ownership interest (or right to acquire an ownership interest) in a company or other issuer. MFS focuses on investing the fund's assets in the stocks of companies the adviser believes to have above average earnings growth potential compared to other companies (growth companies).","","",,,,"MFS Series Trust VIII",,,,,0,"https://financialmodelingprep.com/image-stock/MWOFX.png","1993-11-18",true,false,true,true,false
"PLFMX",22.61,0,0,0,0,"18.39-23.24",-0.03,"Principal LargeCap S&P 500 Index Fund","USD","0000898745",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/PLFMX.png","2000-12-06",true,false,true,true,false
"PVQNX",13.85,0,0,0,0.201,"11.53-14.27",-0.05,"PIMCO RealPath Blend 2045 Fund Class Institutional","USD","0001479360",,,"Nasdaq","NASDAQ",,,"The fund is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. It may invest in Institutional Class or Class M shares of any funds of the PIMCO Equity Series (the ""Trust"") and PIMCO Funds, and in other affiliated funds, including funds of PIMCO ETF Trust, except funds of funds and series of PIMCO Funds sub-advised by Gurtin Municipal Bond Management (""Underlying PIMCO Funds""), and unaffiliated funds that are registered under the 1940 Act.","","",,,,"PIMCO Equity Series",,,,,0,"https://financialmodelingprep.com/image-stock/PVQNX.png","2015-01-02",true,false,true,true,false
"PDGZX",12.96,0,0,0,0.251,"11.14-13.33",-0.04,"PIMCO RealPath Blend 2035 Fund Class Institutional","USD","0001479360",,,"Nasdaq","NASDAQ",,,"The fund is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. It may invest in Institutional Class or Class M shares of any funds of the PIMCO Equity Series (the ""Trust"") and PIMCO Funds, and in other affiliated funds, including funds of PIMCO ETF Trust, except funds of funds and Underlying PIMCO Funds, and unaffiliated funds that are registered under the 1940 Act.","","",,,,"PIMCO Equity Series",,,,,0,"https://financialmodelingprep.com/image-stock/PDGZX.png","2015-01-02",true,false,true,true,false
"PDEZX",13.21,0,0,0,0.005,"12.1-14.92",-0.16,"PGIM Jennison Emerging Markets Equity Opportunities Fund Class Z","USD","0000741350",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by investing, under normal conditions, at least 80% of its investable assets (net assets plus any borrowings for investment purposes) in the equity and equity-related securities of companies located in or otherwise economically tied to emerging markets countries. The manager defines emerging markets countries as countries that are classified by MSCI as either emerging or frontier markets. The fund may invest in securities of issuers of any market capitalization size.","","",,,"800-225-1852","Prudential World Fund, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PDEZX.png","2014-09-17",true,false,true,true,false
"RFETX",15.73,0,0,0,0.31,"14.16-16.11",-0.05,"American Funds 2030 Target Date Retirement Fund","USD","0001380175",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/RFETX.png","2009-05-01",true,false,true,true,false
"MSGRX",11.82,0,0,0,14.594999999999999,"10.44-13.72",-0.02,"Meridian Small Cap Growth Fund","USD","0000745467","US5896198240","589619824","Nasdaq","NASDAQ",,,"The fund seeks long-term growth of capital by investing, under normal circumstances, at least 80% of its net assets, including the amount of any borrowings for investment purposes, in equity securities (including common stocks, preferred stocks and securities convertible into common and preferred stocks) of U.S. small capitalization companies. It may also invest up to 20% of its net assets in securities of companies of any market capitalization.","","","US",,"800-446-6662","Meridian Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/MSGRX.png","2014-12-24",true,false,true,true,false
"PRIHX",9.54,0,0,0,0.207,"9.23-9.9",0.01,"T. Rowe Price Intermediate Tax-Free High Yield Fund, Inc.","USD","0001608530",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its net assets (including any borrowings for investment purposes) in securities whose interest is free from federal income taxes. However, up to 20% of its income could be derived from securities subject to the alternative minimum tax. Although the fund may purchase securities of any maturity, the fund normally maintains a weighted average effective maturity of between three and 10 years. Targeting effective maturity gives the portfolio manager additional flexibility.","","",,,"800-638-5660","T. Rowe Price Intermediate Tax-Free High Yield Fund, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PRIHX.png","2014-07-28",true,false,true,true,false
"NELCX",43.06,0,0,0,2.84,"37.01-43.75",-0.03,"Nuveen Equity Long/Short Fund","USD","0001041673","US67065W1751","67065W175","Nasdaq","NASDAQ",,,"The fund pursues its investment objective by establishing long and short positions in a diversified portfolio of equity securities. Substantially all of the equity securities in which the fund takes long and short positions will be included in the fund's benchmark index, the Russell 1000 Index, at the time the position is taken. As a result, the fund will invest significantly in large-capitalization companies.","","","US",,"800-257-8787","C/O John Nuveen & Co Inc",,,,,0,"https://financialmodelingprep.com/image-stock/NELCX.png","2013-06-26",true,false,true,true,false
"PGLOX",15.25,0,0,0,0.515,"12.07-15.49",-0.08,"T. Rowe Price Global Consumer Fund","USD","0000313212",,,"Nasdaq","NASDAQ",,,"The fund will normally invest at least 80% of its net assets (including any borrowings for investment purposes) in securities issued by companies in the consumer sector. It will invest at least 40% of its net assets (unless foreign market conditions are not deemed favorable by the investment adviser, in which case the fund would invest at least 30% of its net assets) in securities issued by companies organized or located outside the U.S., including securities of emerging market issuers. The fund is non-diversified.","","",,,"800-638-5660","T. Rowe Price International Funds, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PGLOX.png","2016-06-27",true,false,true,true,false
"PHYQX",4.63,0,0,0,0.22799999999999998,"4.47-4.89",-0.01,"PGIM High Yield Fund- Class R6","USD","0000278187",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its investable assets in a diversified portfolio of high yield fixed-income instruments rated Ba or lower by Moody's Investors Service (""Moody's"") or BB or lower by S&P Global Ratings (""S&P""), and instruments either comparably rated by another nationally recognized statistical rating organization (""NRSRO""), or considered to be of comparable quality, that is, junk bonds.",,,,,,"Newark, NJ 07102",,,,,0,"https://financialmodelingprep.com/image-stock/PHYQX.png","2011-10-31",true,false,true,true,false
"OTPSX",102.08,0,0,132874372,5.418,"73.74-107.77",-0.68,"ProFunds NASDAQ-100 Fund","USD","0001039803","US7431851424","743185142","Nasdaq","NASDAQ",,,"The fund invests in financial instruments that ProFund Advisors believes, in combination, should track the performance of the index. The index includes 100 of the largest domestic and international non-financial companies listed on The Nasdaq Stock Market based on market capitalization. It reflects companies across major industry groups including computer hardware and software, telecommunications, retail/wholesale trade and biotechnology. It is non-diversified.","","","US",,"888-776-3637","Profunds",,,,,0,"https://financialmodelingprep.com/image-stock/OTPSX.png","2000-08-07",true,false,true,true,false
"PRILX",54.73,0,0,0,0.297,"46.45-57.15",-0.05,"Parnassus Core Equity Fund - Institutional Shares","USD","0000866256","US7017694081","701769408","Nasdaq","NASDAQ",,,"The fund's objective is to achieve both capital appreciation and current income by investing primarily in a diversified portfolio of equity securities. Equity securities include common and preferred stock. Under normal circumstances, the fund will invest a minimum of 80% of its net assets (plus borrowings for investment purposes) in equity securities. At least 75% of the fund's total assets will normally be invested in equity securities that pay interest or dividends.","","","US",,"800-999-3505","Parnassus Income Funds",,,,,0,"https://financialmodelingprep.com/image-stock/PRILX.png","2006-04-28",true,false,true,true,false
"PRXEX",7.88,0,0,0,0.18099999999999997,"7.75-8.6",-0.03,"T. Rowe Price New Income Fund I Class","USD",,,,"Nasdaq","NASDAQ",,,"The fund will invest at least 80% of its net assets in income-producing securities, which may include, but are not limited to, U.S. government and agency obligations, mortgage- and asset-backed securities (including commercial mortgage-backed securities), corporate bonds, foreign bonds, and Treasury inflation protected securities.",,,,,,"Baltimore MD 21202",,,,,0,"https://financialmodelingprep.com/image-stock/PRXEX.png","2015-08-28",true,false,true,true,false
"PBCKX",34.74,0,0,0,0,"26.28-35.34",-0.1,"Principal Blue Chip Fund","USD","0000898745",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of companies with large market capitalizations at the time of purchase that, in the fund's investment advisor's opinion, display characteristics of a ""blue chip"" company. The advisor tends to focus on securities of companies that show potential for growth of capital as well as an expectation for above average earnings. The fund invests in securities of foreign companies.",,,,,"(800) 986-3343","Des Moines, IA 50392",,,,,0,"https://financialmodelingprep.com/image-stock/PBCKX.png","2012-06-15",true,false,true,true,false
"RGVGX",11.89,0,0,0,0.23,"11.86-13.06",-0.06,"American Funds U.S. Government Securities Fund Class R-6","USD","0000770161",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/RGVGX.png","2009-05-01",true,false,true,true,false
